A1	Codigouf	Codigomunicipio	Nome	A140	A141	A142	A143	A144	A145	A146	A147	A148	A149	A150
4217105	42	17105	SAO MARTINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
4217154	42	17154	SAO MIGUEL DA BOA VISTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
4217204	42	17204	SAO MIGUEL DO OESTE	Sim	Não	Não	-	-	Não	-	-	-	-	Não
4217253	42	17253	SAO PEDRO DE ALCANTARA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217303	42	17303	SAUDADES	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217402	42	17402	SCHROEDER	Não	Sim	Não	-	-	Não	-	-	-	-	Sim
4217501	42	17501	SEARA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217550	42	17550	SERRA ALTA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217600	42	17600	SIDEROPOLIS	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
4217709	42	17709	SOMBRIO	Sim	Não	Não	-	-	Sim	Não	-	-	-	Sim
4217758	42	17758	SUL BRASIL	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217808	42	17808	TAIO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
4217907	42	17907	TANGARA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4217956	42	17956	TIGRINHOS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4218004	42	18004	TIJUCAS	Sim	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
4218103	42	18103	TIMBE DO SUL	Não	Não	Não	-	-	Não	-	-	-	-	Não
4218202	42	18202	TIMBO	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4218251	42	18251	TIMBO GRANDE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4218301	42	18301	TRES BARRAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
4218350	42	18350	TREVISO	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4218400	42	18400	TREZE DE MAIO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
4218509	42	18509	TREZE TILIAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
4218608	42	18608	TROMBUDO CENTRAL	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4218707	42	18707	TUBARAO	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Sim
4218756	42	18756	TUNAPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
4218806	42	18806	TURVO	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
4218855	42	18855	UNIAO DO OESTE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4218905	42	18905	URUBICI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4218954	42	18954	URUPEMA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
4219002	42	19002	URUSSANGA	Sim	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Sim
4219101	42	19101	VARGEAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
4219150	42	19150	VARGEM	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
4219176	42	19176	VARGEM BONITA	Não	Não	Não	-	-	Não	-	-	-	-	Não
4219200	42	19200	VIDAL RAMOS	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
4219309	42	19309	VIDEIRA	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
4219358	42	19358	VITOR MEIRELES	Sim	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
4219408	42	19408	WITMARSUM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4219507	42	19507	XANXERE	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Não
4219606	42	19606	XAVANTINA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
4219705	42	19705	XAXIM	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4219853	42	19853	ZORTEA	Sim	Sim	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Sim
4220000	42	20000	BALNEARIO RINCAO	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
4300034	43	34	ACEGUA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300059	43	59	AGUA SANTA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300109	43	109	AGUDO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300208	43	208	AJURICABA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300307	43	307	ALECRIM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300406	43	406	ALEGRETE	Sim	Sim	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
4300455	43	455	ALEGRIA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4300471	43	471	ALMIRANTE TAMANDARE DO SUL	Não	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300505	43	505	ALPESTRE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4300554	43	554	ALTO ALEGRE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300570	43	570	ALTO FELIZ	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4300604	43	604	ALVORADA	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
4300638	43	638	AMARAL FERRADOR	Não	Não	Não	-	-	Não	-	-	-	-	Não
4300646	43	646	AMETISTA DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4300661	43	661	ANDRE DA ROCHA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300703	43	703	ANTA GORDA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300802	43	802	ANTONIO PRADO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300851	43	851	ARAMBARE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300877	43	877	ARARICA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4300901	43	901	ARATIBA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4301008	43	1008	ARROIO DO MEIO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301057	43	1057	ARROIO DO SAL	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4301073	43	1073	ARROIO DO PADRE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301107	43	1107	ARROIO DOS RATOS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4301206	43	1206	ARROIO DO TIGRE	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
4301305	43	1305	ARROIO GRANDE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301404	43	1404	ARVOREZINHA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301503	43	1503	AUGUSTO PESTANA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Não
4301552	43	1552	AUREA	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Sim	Sim	Sim	Sim	Sim	Não
4301602	43	1602	BAGE	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Não
4301636	43	1636	BALNEARIO PINHAL	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4301651	43	1651	BARAO	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301701	43	1701	BARAO DE COTEGIPE	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
4301750	43	1750	BARAO DO TRIUNFO	Sim	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Sim
4301800	43	1800	BARRACAO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301859	43	1859	BARRA DO GUARITA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
4301875	43	1875	BARRA DO QUARAI	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4301909	43	1909	BARRA DO RIBEIRO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
4301925	43	1925	BARRA DO RIO AZUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4301958	43	1958	BARRA FUNDA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302006	43	2006	BARROS CASSAL	Sim	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4302055	43	2055	BENJAMIN CONSTANT DO SUL	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4302105	43	2105	BENTO GONCALVES	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302154	43	2154	BOA VISTA DAS MISSOES	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4302204	43	2204	BOA VISTA DO BURICA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302220	43	2220	BOA VISTA DO CADEADO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4302238	43	2238	BOA VISTA DO INCRA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Não
4302253	43	2253	BOA VISTA DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302303	43	2303	BOM JESUS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302352	43	2352	BOM PRINCIPIO	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
4302378	43	2378	BOM PROGRESSO	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
4302402	43	2402	BOM RETIRO DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302451	43	2451	BOQUEIRAO DO LEAO	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Sim
4302501	43	2501	BOSSOROCA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Não	Não
4302584	43	2584	BOZANO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4302600	43	2600	BRAGA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302659	43	2659	BROCHIER	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4302709	43	2709	BUTIA	Sim	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4302808	43	2808	CACAPAVA DO SUL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Não
4302907	43	2907	CACEQUI	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4303004	43	3004	CACHOEIRA DO SUL	Sim	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4303103	43	3103	CACHOEIRINHA	Sim	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
4303202	43	3202	CACIQUE DOBLE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
4303301	43	3301	CAIBATE	Não	Sim	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
4303400	43	3400	CAICARA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4303509	43	3509	CAMAQUA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4303558	43	3558	CAMARGO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4303608	43	3608	CAMBARA DO SUL	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4303673	43	3673	CAMPESTRE DA SERRA	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4303707	43	3707	CAMPINA DAS MISSOES	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4303806	43	3806	CAMPINAS DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4303905	43	3905	CAMPO BOM	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4304002	43	4002	CAMPO NOVO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304101	43	4101	CAMPOS BORGES	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304200	43	4200	CANDELARIA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304309	43	4309	CANDIDO GODOI	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304358	43	4358	CANDIOTA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4304408	43	4408	CANELA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
4304507	43	4507	CANGUCU	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4304606	43	4606	CANOAS	Sim	Sim	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Não
4304614	43	4614	CANUDOS DO VALE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304622	43	4622	CAPAO BONITO DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304630	43	4630	CAPAO DA CANOA	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
4304655	43	4655	CAPAO DO CIPO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304663	43	4663	CAPAO DO LEAO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304671	43	4671	CAPIVARI DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304689	43	4689	CAPELA DE SANTANA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304697	43	4697	CAPITAO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304705	43	4705	CARAZINHO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4304713	43	4713	CARAA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Não	Sim	Sim	Sim
4304804	43	4804	CARLOS BARBOSA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4304853	43	4853	CARLOS GOMES	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Sim
4304903	43	4903	CASCA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4304952	43	4952	CASEIROS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305009	43	5009	CATUIPE	Sim	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305108	43	5108	CAXIAS DO SUL	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305116	43	5116	CENTENARIO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305124	43	5124	CERRITO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305132	43	5132	CERRO BRANCO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4305157	43	5157	CERRO GRANDE	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Não	Não
4305173	43	5173	CERRO GRANDE DO SUL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305207	43	5207	CERRO LARGO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305306	43	5306	CHAPADA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305355	43	5355	CHARQUEADAS	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
4305371	43	5371	CHARRUA	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4305405	43	5405	CHIAPETTA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305439	43	5439	CHUI	Não	Não	Sim	Definição de diagnóstico e metodologia	Não	Sim	Sim	Sim	Sim	Sim	Não
4305447	43	5447	CHUVISCA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305454	43	5454	CIDREIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
4305504	43	5504	CIRIACO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305587	43	5587	COLINAS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305603	43	5603	COLORADO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305702	43	5702	CONDOR	Sim	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Não
4305801	43	5801	CONSTANTINA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305835	43	5835	COQUEIRO BAIXO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305850	43	5850	COQUEIROS DO SUL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305871	43	5871	CORONEL BARROS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305900	43	5900	CORONEL BICACO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305934	43	5934	CORONEL PILAR	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4305959	43	5959	COTIPORA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4305975	43	5975	COXILHA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Desconhece o que seja Cadastro Ambiental Rural
4306007	43	6007	CRISSIUMAL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306056	43	6056	CRISTAL	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Não
4306072	43	6072	CRISTAL DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4306106	43	6106	CRUZ ALTA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306130	43	6130	CRUZALTENSE	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306205	43	6205	CRUZEIRO DO SUL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306304	43	6304	DAVID CANABARRO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306320	43	6320	DERRUBADAS	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Sim
4306353	43	6353	DEZESSEIS DE NOVEMBRO	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
4306379	43	6379	DILERMANDO DE AGUIAR	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306403	43	6403	DOIS IRMAOS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306429	43	6429	DOIS IRMAOS DAS MISSOES	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4306452	43	6452	DOIS LAJEADOS	Sim	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306502	43	6502	DOM FELICIANO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306551	43	6551	DOM PEDRO DE ALCANTARA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Sim	Não
4306601	43	6601	DOM PEDRITO	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306700	43	6700	DONA FRANCISCA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4306734	43	6734	DOUTOR MAURICIO CARDOSO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306759	43	6759	DOUTOR RICARDO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306767	43	6767	ELDORADO DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4306809	43	6809	ENCANTADO	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306908	43	6908	ENCRUZILHADA DO SUL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306924	43	6924	ENGENHO VELHO	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306932	43	6932	ENTRE-IJUIS	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4306957	43	6957	ENTRE RIOS DO SUL	Não	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Sim	Sim	Sim	Sim	Sim	Sim
4306973	43	6973	EREBANGO	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307005	43	7005	ERECHIM	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
4307054	43	7054	ERNESTINA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307104	43	7104	HERVAL	Sim	Não	Não	-	-	Sim	Não	-	-	-	Sim
4307203	43	7203	ERVAL GRANDE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4307302	43	7302	ERVAL SECO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307401	43	7401	ESMERALDA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4307450	43	7450	ESPERANCA DO SUL	Não	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307500	43	7500	ESPUMOSO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4307559	43	7559	ESTACAO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307609	43	7609	ESTANCIA VELHA	Não	Não	Sim	Definição de diagnóstico e metodologia	Sim	Sim	Sim	Sim	Sim	Sim	Não
4307708	43	7708	ESTEIO	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Sim	Sim	Sim	Sim	Sim	Não
4307807	43	7807	ESTRELA	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4307815	43	7815	ESTRELA VELHA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307831	43	7831	EUGENIO DE CASTRO	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307864	43	7864	FAGUNDES VARELA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4307906	43	7906	FARROUPILHA	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308003	43	8003	FAXINAL DO SOTURNO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308052	43	8052	FAXINALZINHO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308078	43	8078	FAZENDA VILANOVA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308102	43	8102	FELIZ	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308201	43	8201	FLORES DA CUNHA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308250	43	8250	FLORIANO PEIXOTO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Não	Sim
4308300	43	8300	FONTOURA XAVIER	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4308409	43	8409	FORMIGUEIRO	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
4308433	43	8433	FORQUETINHA	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308458	43	8458	FORTALEZA DOS VALOS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308508	43	8508	FREDERICO WESTPHALEN	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4308607	43	8607	GARIBALDI	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308656	43	8656	GARRUCHOS	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
4308706	43	8706	GAURAMA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308805	43	8805	GENERAL CAMARA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308854	43	8854	GENTIL	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4308904	43	8904	GETULIO VARGAS	Não	Não	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
4309001	43	9001	GIRUA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4309050	43	9050	GLORINHA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4309100	43	9100	GRAMADO	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Sim
4309126	43	9126	GRAMADO DOS LOUREIROS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309159	43	9159	GRAMADO XAVIER	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4309209	43	9209	GRAVATAI	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Sim
4309258	43	9258	GUABIJU	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309308	43	9308	GUAIBA	Sim	Sim	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4309407	43	9407	GUAPORE	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4309506	43	9506	GUARANI DAS MISSOES	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Sim	Não
4309555	43	9555	HARMONIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309571	43	9571	HERVEIRAS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Sim	Não	Sim	Não
4309605	43	9605	HORIZONTINA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4309654	43	9654	HULHA NEGRA	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Sim	Sim	Sim
4309704	43	9704	HUMAITA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309753	43	9753	IBARAMA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309803	43	9803	IBIACA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309902	43	9902	IBIRAIARAS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4309951	43	9951	IBIRAPUITA	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
4310009	43	10009	IBIRUBA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
4310108	43	10108	IGREJINHA	Sim	Sim	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Sim	Sim	Sim	Sim	Não
